"","day","temp","dewp","visib","Num_collision"
"592",6,66.8,59.2,10,0.609756097560976
"593",7,66.3,58.8,9.7,0.646341463414634
"594",1,68.3,64.7,8.3,0.548780487804878
"595",2,67.9,57.7,9.8,0.719512195121951
"596",3,63.9,56.9,8.8,0.664634146341463
"597",4,63.8,55.9,9.9,0.676829268292683
"598",5,67.1,60.6,10,0.76219512195122
"599",6,63.9,60,7.9,0.865853658536585
"600",7,65.6,60.1,9.8,0.664634146341463
"601",1,63.9,56.8,10,0.463414634146341
"602",2,63.3,56.5,10,0.621951219512195
"603",3,63,56,10,0.768292682926829
"604",4,67.5,64.7,6.5,0.628048780487805
"605",5,71,62.4,6.8,0.884146341463415
"606",6,67.2,53.4,10,0.628048780487805
"607",7,60.1,51.2,10,0.536585365853659
"608",1,69.1,65.6,9.4,0.50609756097561
"609",2,71.5,69.2,6.8,0.359756097560976
"610",3,71.1,69.4,1.7,0.74390243902439
"611",4,74,65.1,8.1,0.713414634146341
"612",5,69.4,60.8,9.9,0.792682926829268
"613",6,70.3,67.2,8.7,0.810975609756098
"614",7,72,69.9,6.9,0.695121951219512
"615",1,70.1,62.9,9,0.554878048780488
"616",2,63.6,55.3,10,0.640243902439024
"617",3,64.6,56.5,10,0.76219512195122
"618",4,66.2,61.2,10,0.725609756097561
"619",5,64.4,60.3,9.7,0.75609756097561
"620",6,67.1,58.8,9.7,0.810975609756098
"621",7,59.9,53.2,9.6,0.664634146341463
"622",1,62.2,54.3,10,0.603658536585366
"623",2,57.5,47.6,10,0.658536585365854
"624",3,61.2,50.8,10,0.774390243902439
"625",4,61.9,54.4,9.8,0.768292682926829
"626",5,61.1,47.4,10,0.908536585365854
"627",6,57.2,42.7,10,0.786585365853659
"628",7,57,47.3,10,0.73780487804878
"629",1,66.1,63.2,8.1,0.774390243902439
"630",2,67.9,61.5,8.2,0.634146341463415
"631",3,59,42.3,10,0.835365853658537
"632",4,58.9,51.3,10,0.853658536585366
"633",5,59.7,55.3,8.6,0.658536585365854
"634",6,63.1,59.1,7.9,0.823170731707317
"635",7,63.5,55.3,9.9,0.804878048780488
"636",1,63.3,58.5,9.9,0.585365853658537
"637",2,65.9,63.2,9.2,0.689024390243902
"638",3,63.3,61.3,6.7,0.75609756097561
"639",4,62.4,60.6,7.1,0.628048780487805
"640",5,59.9,56.3,9.4,0.707317073170732
"641",6,58.5,54,9.2,0.798780487804878
"642",7,59.4,57.3,6.8,0.609756097560976
"643",1,59.6,50.4,9.6,0.652439024390244
"644",2,55.7,42.6,10,0.695121951219512
"645",3,63,57,10,0.719512195121951
"646",4,65.2,60.4,9.4,0.810975609756098
"647",5,60.8,45.9,9.7,0.75
"648",6,59,44,10,0.713414634146341
"649",7,52.9,48.1,8.1,0.707317073170732
"650",1,53.3,43.7,10,0.615853658536585
"651",2,50.9,43.2,10,0.536585365853659
"652",3,63.2,58.4,10,0.817073170731707
"653",4,64.9,62.1,9.9,0.676829268292683
"654",5,65,63.4,6.6,0.646341463414634
"655",6,63.2,59.7,7.9,0.890243902439024
"656",7,62.7,58.8,9,0.591463414634146
"657",1,56,45.2,10,0.524390243902439
"658",2,49,32.4,10,0.719512195121951
"659",3,57.7,52.3,9.3,0.689024390243902
"660",4,57,55.4,6.1,0.871951219512195
"661",5,59.5,57,8.7,0.859756097560976
"662",6,54.3,51.1,7.6,0.780487804878049
"663",7,54.7,45.9,10,0.658536585365854
"664",1,57.6,45.4,10,0.682926829268293
"665",2,54.1,40.5,10,0.731707317073171
"666",3,54.3,48,9.9,0.719512195121951
"667",4,61.9,59,8,0.725609756097561
"668",5,56.1,45,9.4,0.896341463414634
"669",6,51.3,43.6,10,0.841463414634146
"670",2,48.2,42.2,9.6,0.652439024390244
"671",3,51,47.2,9.5,0.652439024390244
"672",4,56.5,53.5,6,0.664634146341463
"673",5,49.8,41.1,8.6,0.957317073170732
"674",6,43.7,34.9,9.7,0.780487804878049
"675",7,37,20.6,10,0.682926829268293
"676",1,38.1,26,10,0.560975609756098
"677",2,52.1,48.9,6.5,0.810975609756098
"678",3,48.9,39.6,7.8,0.890243902439024
"679",4,33.6,14.6,10,0.792682926829268
"680",5,45.7,32.6,9.8,0.920731707317073
"681",6,36.8,15.4,10,0.865853658536585
"682",7,37.1,19.7,10,0.634146341463415
"683",1,52.6,41.5,8.9,0.469512195121951
"684",2,54.8,52.5,4.5,0.847560975609756
"685",3,56.7,53.5,3.6,0.780487804878049
"686",4,48,41.1,6.7,0.829268292682927
"688",6,37,30.9,9.3,0.5
"689",7,30.9,16.8,10,0.475609756097561
"690",1,46.1,38.6,9.9,0.481707317073171
"691",7,53,46.9,8.8,0.914634146341463
"692",1,43.5,38.4,6.3,0.664634146341463
"693",2,44.6,20.6,10,0.609756097560976
"694",3,52.7,37.7,10,0.621951219512195
"695",4,57.7,52.4,9.3,0.695121951219512
"696",5,53.6,48.7,9.4,0.823170731707317
"697",6,52.5,46.7,7.9,0.780487804878049
"698",7,43.9,29.7,10,0.670731707317073
"699",1,53.2,42.7,10,0.573170731707317
"700",2,53.2,49,7.4,0.75
"701",3,42.5,32.4,9.9,0.798780487804878
"702",4,51.2,48.4,6.1,0.634146341463415
"703",5,43.1,28,9.9,0.908536585365854
"704",6,39.3,27.7,9.8,1
"705",7,48.9,45.2,6.8,0.902439024390244
"706",1,41.9,34,8,0.658536585365854
"707",2,35.4,24.7,10,0.664634146341463
"708",3,48.7,45.1,5.8,0.75
"709",4,47.9,44.8,8.4,0.878048780487805
"710",5,40.8,33.7,9.5,0.878048780487805
"711",6,37,27.8,10,0.975609756097561
"712",7,36.9,27.7,9.9,0.75609756097561
"713",1,39,30.1,10,0.49390243902439
"714",2,37.8,31.6,9.9,0.73780487804878
"715",3,44,37,9.6,0.817073170731707
"716",4,48.6,45.7,8,0.725609756097561
"717",5,42.4,32.2,10,0.792682926829268
"718",6,37.3,26.2,10,0.914634146341463
"719",7,38.2,30.8,10,0.585365853658537
"720",1,41.4,34,9.8,0.457317073170732
"721",2,42.9,37.4,9.7,0.713414634146341
"722",3,47.4,44.2,6.6,0.847560975609756
"723",4,50.7,49.2,2.1,0.524390243902439
"725",6,44.8,33.5,10,0.463414634146341
"726",7,43.7,36.4,10,0.5
"727",1,47,43.2,9.5,0.335365853658537
"728",2,41.2,27.8,9.9,0.481707317073171
"729",3,32.1,15.4,10,0.664634146341463
"730",4,26.9,8.3,9.9,0.469512195121951
"731",5,31.8,15.1,9.9,0.371428571428571
"732",6,40.4,21.5,10,0.497142857142857
"733",7,34.5,19.8,9.5,0.554285714285714
"735",2,44,32.1,7.6,0.405714285714286
"736",3,20.8,5.2,8.8,0.571428571428571
"737",4,22.6,10.2,9.4,0.542857142857143
"738",5,13.1,-2.4,9.9,0.731428571428571
"739",6,35.2,22.5,9.5,0.805714285714286
"740",7,26.9,10,10,0.48
"741",1,27.1,12.1,10,0.36
"742",2,40.9,35.6,7.7,0.565714285714286
"743",3,32.6,25.6,8.4,0.708571428571429
"744",4,32.1,24,8,0.6
"745",5,35.8,33.6,2.8,0.72
"746",6,34.5,23.4,10,0.651428571428571
"747",7,20.2,1.9,10,0.537142857142857
"748",1,40,32.8,9.2,0.502857142857143
"750",3,35.7,23.4,10,0.548571428571429
"751",4,32.3,17.7,10,0.52
"752",5,35.5,30.5,8.4,0.56
"753",6,31.6,20.4,10,0.788571428571429
"754",7,38.5,34.8,6.7,0.451428571428571
"755",1,36.5,26.7,9.4,0.417142857142857
"756",2,31.2,20.9,6.7,0.4
"758",4,21.6,14.7,6.6,0.474285714285714
"759",5,29.2,20.9,10,0.531428571428571
"760",6,35.1,31.1,8.4,0.697142857142857
"761",7,24.5,12.9,7.8,0.645714285714286
"762",1,24.8,10.2,10,0.371428571428571
"763",2,33.1,27.4,5.7,0.451428571428571
"764",3,21,11.7,9.3,0.685714285714286
"765",4,28.1,18.4,10,0.611428571428571
"766",5,34.1,28.9,7.2,0.657142857142857
"767",6,16.8,5,9.8,0.811428571428571
"768",7,27.4,16,9.5,0.462857142857143
"769",1,34.5,29.9,7.6,0.388571428571429
"770",2,37.1,34.3,6.3,0.514285714285714
"771",3,36.4,32.9,7.4,0.634285714285714
"772",4,32.6,23.3,9.9,0.582857142857143
"773",5,31,23.6,8.9,0.502857142857143
"774",6,21.8,11,8.1,1
"775",7,20.6,8.9,8.6,0.571428571428571
"776",1,25.7,21,4.6,0.542857142857143
"777",2,10.7,-4.6,8.6,0.502857142857143
"778",3,21.7,11.8,6.5,0.611428571428571
"779",4,30.6,24.5,10,0.68
"780",5,27,19.7,6.9,0.64
"781",6,14.1,-0.8,9.5,0.834285714285714
"782",7,21.9,10.6,10,0.497142857142857
"783",1,36,34,2.6,0.445714285714286
"784",2,29.4,19.6,6,0.622857142857143
"785",3,14.3,0.2,10,0.44
"788",6,24.2,12.2,10,0.44
"789",7,22.2,9.9,10,0.571428571428571
"790",1,23.1,14.2,9.1,0.56
"791",2,33.4,27.2,6.8,0.68
"792",3,27,10.3,10,0.542857142857143
"793",4,36.1,33.8,3.1,0.634285714285714
"794",5,32.7,30.2,1.6,0.691428571428571
"796",7,25,15.9,9.9,0.748571428571429
"797",1,33.8,28,9.2,0.48
"798",2,35.6,26.1,9.6,0.691428571428571
"799",3,36.5,30.3,9.9,0.634285714285714
"800",4,42.1,38.5,5,0.662857142857143
"801",5,38.1,21.9,10,0.64
"802",6,31.1,11.6,10,0.64
"803",7,38.7,33.3,5.8,0.685714285714286
"804",1,38.5,33.8,7,0.52
"805",2,32.9,18.5,9,0.617142857142857
"806",3,38.6,34.1,7.9,0.571428571428571
"807",4,31,3.9,10,0.622857142857143
"808",5,27.6,-1.5,10,0.577142857142857
"809",6,30.3,13.2,9,0.531428571428571
"810",7,34.2,31,7,0.485714285714286
"811",1,35.1,18.8,9.4,0.548571428571429
"812",2,27.2,1.4,10,0.628571428571429
"813",3,31.4,16.3,10,0.68
"814",4,33.6,24.1,9.9,0.594285714285714
"815",5,42.6,39.7,4.2,0.52
"816",6,42.4,40,5.1,0.6
"817",7,37.4,34.5,7.8,0.508571428571429
"818",1,34.9,23.9,9.5,0.542857142857143
"819",2,36.8,28.3,9.8,0.662857142857143
"820",3,39.4,31.2,9.8,0.714285714285714
"821",4,37.9,24.8,9.8,0.811428571428571
"822",5,37.1,27.6,9.9,0.92
"823",6,45,41.6,5.9,0.554285714285714
"824",7,47.3,39.1,4.8,0.554285714285714
"825",1,41.6,27.3,10,0.474285714285714
"826",2,43.2,36.1,9.5,0.554285714285714
"827",3,44.2,40.5,8.6,0.72
"828",4,41.2,34.2,10,0.617142857142857
"829",5,39.4,35.5,4.5,0.594285714285714
"830",6,43.9,41.7,3.6,0.571428571428571
"831",7,47.8,40.7,5.1,0.725714285714286
"832",1,45,31.4,10,0.52
"833",2,45,38.2,10,0.64
"834",3,49.8,46.3,8.9,0.617142857142857
"835",4,50.6,35.8,8.3,0.668571428571429
"836",5,46.4,28.5,10,0.64
"837",6,47.5,43.2,6.9,0.862857142857143
"838",7,51.9,45.2,7.3,0.697142857142857
"839",1,46.3,37.4,9.9,0.497142857142857
"840",2,45.2,40.7,8.5,0.777142857142857
"841",3,51.5,48.6,3.6,0.748571428571429
"842",4,49.8,39.7,10,0.662857142857143
"843",5,46.9,37.6,9.8,0.765714285714286
"844",6,44,27.7,10,0.862857142857143
"845",7,43.7,27.5,9.9,0.662857142857143
"846",1,46.1,34,9.8,0.491428571428571
"847",2,49,37.9,10,0.6
"848",3,46,35.9,9.8,0.742857142857143
"849",4,49.3,38.5,9.8,0.782857142857143
"850",5,48.1,38.3,10,0.794285714285714
"851",6,43.8,37.2,9.6,0.851428571428571
"852",7,44.4,36.7,10,0.542857142857143
"853",1,44.5,38,9.9,0.668571428571429
"854",2,52.2,47.2,9.9,0.582857142857143
"855",3,57.1,48.6,9.8,0.714285714285714
"856",4,55.3,42.1,9.7,0.72
"857",5,55.9,42.3,9.8,0.72
"858",6,52.4,47.8,7.1,0.754285714285714
"859",7,54.3,50.9,4.4,0.588571428571429
"860",1,57,54.8,0.8,0.531428571428571
"861",2,57.9,55.9,0.8,0.771428571428571
"862",3,58.3,56.2,0.9,0.76
"863",4,59.5,47.2,8.7,0.771428571428571
"864",5,54,39.9,10,0.828571428571429
"866",7,55.5,50.3,9.9,0.897142857142857
"867",1,63.1,56.2,9.4,0.582857142857143
"868",2,53.9,48.8,5.7,0.662857142857143
"869",3,51.4,49.9,2.3,0.668571428571429
"870",4,58.8,50.1,6.1,0.805714285714286
"871",5,54.8,41.1,10,0.731428571428571
"872",6,53.8,48,9.1,0.788571428571429
"873",7,54.8,33.2,10,0.508571428571429
"874",1,56.5,48.2,10,0.48
"876",3,61.1,56.2,9.8,0.8
"877",4,62.4,57.8,8.5,0.862857142857143
"878",5,62.4,57.6,9.2,0.868571428571429
"879",6,65.4,57.4,9.2,0.845714285714286
"880",7,63.3,59.9,4.2,0.76
"881",1,64.7,60.9,7.1,0.731428571428571
"882",2,55.9,52.8,4.9,0.725714285714286
"883",3,53.4,50.1,6.6,0.72
"884",4,53,44.9,10,0.851428571428571
"885",5,52.2,42.8,10,0.72
"886",6,53.1,46.6,10,0.817142857142857
"887",7,58,52.5,8.4,0.617142857142857
"888",1,59.5,45.8,10,0.548571428571429
"889",2,59.6,51.8,10,0.737142857142857
"890",3,64,59.9,7.9,0.685714285714286
"891",4,65.2,58.5,6.4,0.777142857142857
"892",5,64.6,59.7,9.1,0.714285714285714
"893",6,67,60.2,5.9,0.634285714285714
"894",7,68,61,6,0.394285714285714
"895",1,66.9,53.5,10,0.6
"896",2,57.8,51.4,8,0.645714285714286
"897",3,64.2,61.9,3.6,0.697142857142857
"898",4,64.8,53.9,8.4,0.794285714285714
"899",5,59.1,47.7,10,0.708571428571429
"900",6,65.6,58,10,0.834285714285714
"901",7,62,56,10,0.468571428571429
"902",1,64.9,61.5,6.2,0.622857142857143
"903",2,67.1,62.7,6.2,0.8
"904",3,65.5,61.1,7.8,0.662857142857143
"905",4,70.8,62.5,8.2,0.885714285714286
"906",5,68.7,57.9,10,0.828571428571429
"907",6,66,60.5,9.9,1
"908",7,61.5,55.4,9.2,0.708571428571429
"909",1,64.4,61.6,4.3,0.605714285714286
"910",2,64.3,59.4,7.4,0.748571428571429
"911",3,67.1,61.8,9.3,0.782857142857143
"912",6,71.7,60.3,10,0.525714285714286
"913",7,68.5,60.2,9.7,0.497142857142857
"914",1,65.8,61.6,8.8,0.52
"915",2,71.1,66.5,9.9,0.811428571428571
"916",3,72.4,68.7,9,0.777142857142857
"917",4,76,69.9,5.4,0.8
"918",5,74.2,70.7,6.2,0.868571428571429
"919",6,76.7,68.5,8.5,0.971428571428571
"920",4,65.5,62.2,6.5,0.965714285714286
"921",5,68.7,62.5,7.1,0.702857142857143
"922",6,68.3,58.3,7.6,0.48
"923",7,62.9,55.4,8,0.468571428571429
"925",2,69.2,64.4,8.8,0.594285714285714
"926",3,68.1,64.3,7.4,0.88
"927",4,70.6,67.8,3.8,0.697142857142857
"928",5,69.1,61.2,8.5,0.582857142857143
"929",6,65.2,60.1,8.7,0.862857142857143
"930",7,71.8,62.1,10,0.571428571428571
"931",1,71.5,64.6,9.7,0.588571428571429
"932",2,70.9,64.9,8.3,0.685714285714286
"933",3,67.4,63,9.8,0.777142857142857
"934",4,72.3,68.8,6.8,0.805714285714286
"935",5,67.3,57.3,9.2,0.862857142857143
"936",6,64.9,57.6,10,0.822857142857143
"937",7,67.8,60.5,10,0.777142857142857
"938",1,71.4,67.9,6.9,0.611428571428571
"939",2,73.4,69.9,4.1,0.971428571428571
"940",3,72.6,69.7,3.6,0.725714285714286
"941",4,73.7,65,7.8,0.76
"942",5,71.9,60.8,10,0.697142857142857
"943",7,73.4,68.5,8.9,0.742857142857143
"944",1,75.9,64.8,9,0.605714285714286
"945",2,74,68.2,9.1,0.72
"946",3,75,71.7,6.1,0.788571428571429
"947",4,74.5,68.8,7.6,0.64
"948",5,73.5,59.6,10,0.76
"949",6,71.2,61.9,10,0.862857142857143
"950",7,69.7,61.1,10,0.508571428571429
"951",1,67,62.1,9.2,0.497142857142857
"952",2,66.9,60.8,9.3,0.571428571428571
"953",3,67.9,64.4,7.5,0.788571428571429
"954",4,71.9,67.4,7.2,0.902857142857143
"955",5,71.1,65.8,8.4,0.845714285714286
"956",6,70.4,63.5,8.6,0.942857142857143
"957",7,71.8,67,8.2,0.628571428571429
"958",1,74.3,68.8,9.5,0.542857142857143
"959",2,74.1,70.4,7.6,0.708571428571429
"960",3,74.5,71,8.8,0.697142857142857
"961",4,73.9,70.1,6.3,0.725714285714286
"962",5,73.4,69.4,6.4,0.691428571428571
"963",6,73.6,70.2,7.1,0.782857142857143
"964",7,73.9,71.1,4.8,0.611428571428571
"965",1,73.4,69.9,4.7,0.44
"966",2,71.7,69.2,3.8,0.651428571428571
"967",3,72.8,68.7,9.7,0.702857142857143
"968",4,73.8,68.1,9.2,0.697142857142857
"969",5,72.3,60.6,10,0.68
"970",6,71.4,59.5,10,0.668571428571429
"971",7,70.3,62.5,10,0.651428571428571
"972",1,72.6,66.8,10,0.531428571428571
"973",2,74.8,69.6,9,0.6
"974",3,74.6,64.7,9.4,0.708571428571429
"975",4,66,62.6,9.7,0.685714285714286
"976",5,74.5,70,7.5,0.742857142857143
"977",6,70.6,65.2,6.8,0.765714285714286
"978",7,66.8,55.9,10,0.451428571428571
"979",1,66.6,55.9,10,0.428571428571429
"980",2,73,66.9,10,0.445714285714286
"981",3,76.4,69.6,9.1,0.88
"982",4,75.8,71,7.6,0.891428571428571
"983",5,73.8,71.2,5.6,0.822857142857143
"984",6,68.6,65.6,9.5,0.817142857142857
"985",7,67.7,59.2,9.9,0.64
"986",1,68.2,65,8.8,0.52
"987",2,67.6,57.8,10,0.594285714285714
"988",3,70.8,58.4,10,0.777142857142857
"989",4,72.8,61.9,10,0.874285714285714
"990",5,69.3,65.6,7.8,0.817142857142857
"991",6,70.1,66.5,7.9,0.857142857142857
"992",7,70.4,66.2,6.6,0.822857142857143
"993",1,70.7,65.3,7.5,0.582857142857143
"994",2,63.9,52.9,10,0.651428571428571
"995",3,63.5,55.8,10,0.662857142857143
"996",4,62.4,55.2,10,0.537142857142857
"997",5,61.5,54.2,10,0.542857142857143
"998",6,61.2,50.2,10,0.548571428571429
"999",7,59.4,47.2,10,0.702857142857143
"1000",1,59.4,50.9,10,0.634285714285714
"1001",2,66.8,62,9.7,0.8
"1002",3,69.3,65.6,8.5,0.822857142857143
"1003",4,70.5,68.3,4.1,0.777142857142857
"1004",5,59.7,55.3,8.1,0.828571428571429
"1005",6,56,53.3,4.1,0.914285714285714
"1006",7,55.5,50.4,7.9,0.628571428571429
"1007",1,56.2,46.7,10,0.662857142857143
"1008",2,58.6,52.1,10,0.662857142857143
"1009",3,59.4,51.7,10,0.88
"1010",4,57,50.5,10,0.777142857142857
"1011",5,59.8,51.9,10,0.845714285714286
"1012",6,58.9,52.7,9.8,0.834285714285714
"1013",7,59.2,49.2,9,0.765714285714286
"1014",1,56,46.7,10,0.662857142857143
"1015",2,60.2,55.1,9.7,0.462857142857143
"1016",3,64.4,61.2,6.5,0.771428571428571
"1017",4,63.8,57.7,9,0.737142857142857
"1018",5,57.1,42,10,0.771428571428571
"1019",6,60.1,47.3,9.8,0.805714285714286
"1020",7,52.7,39.6,10,0.634285714285714
"1021",1,46.1,28,10,0.611428571428571
"1022",2,42.8,24.8,10,0.794285714285714
"1023",3,58.2,45.6,9.7,0.805714285714286
"1024",4,62.7,52.4,9.9,0.8
"1025",5,60.5,55.7,8.8,0.72
"1026",6,56.2,43,10,0.988571428571429
"1027",7,51.5,38.3,10,0.68
"1028",1,57,51.7,9.7,0.577142857142857
"1029",2,52.3,39.8,10,0.76
"1030",3,46.7,36.2,10,0.697142857142857
"1031",4,53.8,46.9,9.3,0.834285714285714
"1032",5,63.2,60.9,3.5,0.817142857142857
"1033",6,57.4,41.6,10,0.794285714285714
"1034",7,48.9,37.4,10,0.48
"1036",2,58.3,49.4,9.5,0.662857142857143
"1037",3,54.4,50.7,8.2,0.742857142857143
"1038",4,57,49.3,9.7,0.72
"1039",5,58.9,55.9,9.1,0.851428571428571
"1040",6,62.3,60.4,4.3,0.777142857142857
"1041",7,61.4,54.7,6.9,0.685714285714286
"1042",1,53.2,35.5,10,0.537142857142857
"1043",2,51.4,37.7,10,0.668571428571429
"1044",3,55.8,50.8,9.3,0.851428571428571
"1045",4,56.1,53.7,4,0.657142857142857
"1046",5,52.5,49,7.3,0.691428571428571
"1047",6,58.3,47.5,9.8,0.805714285714286
"1048",7,49,29,10,0.845714285714286
"1049",1,47.6,32.3,10,0.542857142857143
"1050",2,54,41.2,10,0.674285714285714
"1051",3,45.3,31.2,10,0.737142857142857
"1052",4,42.9,33.8,10,0.822857142857143
"1053",5,50.4,43.6,10,0.914285714285714
"1054",6,57,52.8,7.2,0.931428571428571
"1055",7,48.8,34.7,10,0.674285714285714
"1056",1,50.1,45.5,8.1,0.491428571428571
"1057",2,45.2,35.2,8.5,0.737142857142857
"1058",3,37.5,17,10,0.794285714285714
"1059",4,39.6,26.8,10,0.708571428571429
"1061",6,52.6,48.4,9.8,0.48
"1062",7,54.5,50.4,9.1,0.468571428571429
"1063",1,46.1,38.8,9.6,0.508571428571429
"1064",2,40.5,26.7,10,0.68
"1065",3,40.1,32.7,9.3,0.76
"1066",4,53.6,51.9,2.3,0.674285714285714
"1067",5,53.5,47.1,6.4,0.777142857142857
"1068",6,45.6,32,10,0.908571428571429
"1069",7,45.6,34,10,0.851428571428571
"1070",1,45.4,40.9,8.5,0.514285714285714
"1071",2,50.8,45.5,8,0.737142857142857
"1072",3,47.4,42.3,7.8,0.742857142857143
"1073",4,43.7,32.9,10,0.725714285714286
"1074",5,51.1,46.4,9,0.771428571428571
"1075",6,52.2,50,6.1,0.891428571428571
"1076",7,55,46.1,8.1,0.674285714285714
"1077",1,53.6,46.9,8.1,0.725714285714286
"1078",2,52.6,48.2,6.7,0.628571428571429
"1079",3,58,51.5,5.9,0.96
"1080",4,46.5,35.5,10,0.754285714285714
"1081",5,48.9,43.7,8.8,0.862857142857143
"1082",6,54.2,52.4,2.4,0.765714285714286
"1083",7,42.1,24.9,10,0.6
"1084",1,38.5,19.5,10,0.508571428571429
"1085",2,49.5,40.8,9.4,0.617142857142857
"1086",3,54.8,52.1,4.4,0.622857142857143
"1087",4,53.5,51.2,3.9,0.754285714285714
"1088",5,57.7,55.8,2.1,0.497142857142857
"1090",7,51.4,42.3,8.9,0.445714285714286
"1091",1,52.9,49,4.5,0.6
"1092",2,40.9,30,9.3,0.491428571428571
"1093",3,42.8,35.9,6.1,0.628571428571429
"1094",4,44.8,40.6,9.4,0.662857142857143
"1095",5,46.5,41.8,9.5,0.514285714285714
